date,id,content,username,likeCount,retweetCount
2023-01-20 05:57:59+00:00,1616314073104224256,Hiking mt.kenya forest castle lodge .  #lonewolf254 #mtkenya #kirinyaga #hike #kenya #TembeaKenya #nature #NaturePhotography #naturelovers #skating #Trending #life https://t.co/YD5N8rC0HN,Lonewolf_kenya,1,0
2023-01-20 05:56:46+00:00,1616313768186724352,"Planning on your next weekend getaway? Check out our coast deals from as low as kes 9,500 per person for 3 days,2nights.
For bookings call us on 0794504573
#Coast #Beachlife🌴 #Travel #MagicalKenya #TembeaKenya #Adventure #Greyimpalasafaris https://t.co/RQ2M6US1TV",ImpalaGrey,1,0
2023-01-20 05:55:33+00:00,1616313459402018819,"For all your safari trips  for solo travelers, romantic getaways, family or group  trips; Reach us out https://t.co/moSnw2AP42
Call/Whatsapp: +254710999777

#TembeaKenya   #travelphotography #traveling 
#maasaimara #Nairobi #Kenya  #Tanzania #EastAfrica KCSE https://t.co/lFl5rm3PXv",Sabby55426764,2,1
2023-01-20 05:53:19+00:00,1616312898711879685,Beautiful roads and landscapes ~ Machakos County 🇰🇪🇰🇪🇰🇪 #magicalkenya #TembeaKenya #roads #landscapephotography #roadTrip https://t.co/YM6YD8VlyW,fikeni_KE,4,0
2023-01-20 05:48:43+00:00,1616311741654122496,"For all your safari trips  for solo travelers, romantic getaways, family or group  trips; Reach us out https://t.co/ml7cGXmueR
Call/Whatsapp: +254710999777

#TembeaKenya   #travelphotography #traveling #valentines   #maasaimara #Nairobi #Kenya  #Tanzania https://t.co/qTCBFUuT2q",OmwoyoColleta,3,1
2023-01-20 04:40:30+00:00,1616294573164171270,"Nothing lights up your spirit quite as travel does ✨✨.
Book your flight with us today!!

#TravelReady #TravelGoals #CharterFlights #FlyBluebird #FlightClub #Travel #TembeaKenya #TravelLife https://t.co/NpD6I6K9rL",bluebirdcenter,1,2
2023-01-20 03:00:04+00:00,1616269300397969410,Facing the Beast of Rurimeria #myadrenalist #kenya #africa #safari #travel #wildlife #nature #photography #photooftheday #naturephotography #love #travelphotography #instagood #wanderlust #travelgram #picoftheday #magicalkenya #adventure #instatravel #igkenya #tembeakenya https://t.co/HOAgmAiMf1,myadrenalist,3,1
2023-01-19 19:32:33+00:00,1616156679040532490,A big thank you to @Safaricom_Care  @SafaricomPLC  @Marion_Mithamo  for this awesome calendar. My bucket is officially taking shape for my 1st quarter. #PlacesofHope #TembeaKenya https://t.co/zytoSZKPZ3,RichardMapoz,0,1
2023-01-19 18:25:49+00:00,1616139885428998144,Our Camp Manager Tom at ⁦@CampCastel⁩ is also one of the best guides I know. Our guests today witnessed this act of capitalism in the bushveld. Kesho niko huko! #Castelmara #TembeaKenya https://t.co/s7ry6VHaF9,kamaujst,0,1
2023-01-19 17:27:21+00:00,1616125171009568795,"Greetings from Sentu! We are a premier resort located deep in Chebartigon Forest, 4kms and a 5 minute drive past Kabarnet along the Kabarnet - Kabartonjo highway. Karibu Sentu!
.
#tukutanesentu #magicalkenya #tembeakenya #baringo #baringocounty https://t.co/qHEmZLj0km",SentuResort,1,1
2023-01-19 17:18:06+00:00,1616122842302627864,"Let's get wild in Samburu!
Book your safari today to Samburu National Reserve with Kaky Travel.

Contact: +254799733829 // info@kakytravel.com

#kakysafaris #kakysafaris #tembeakenya #magicalkenya🇰🇪 https://t.co/lUuyDPbmwX",KakyTravel,0,1
2023-01-19 17:02:32+00:00,1616118924432621587,"A place where River Ewaso Ng'iro gives us Thompson falls. 
#Tembeakenya #Travel #Moseaxing #MagicalKenya https://t.co/O5VuSifOIj",Moseax,13,9
2023-01-19 16:19:35+00:00,1616108116445126667,"This is Kenya, magical and beautiful 🇰🇪

Visuals || @eastmond_ 🎥
Loaction || @KwsLakeNakuru
Studio|| @TBE_Productions

#MagicalKenya #CreativeFilmmaker  #TembeaKenya #Wildlife #WildlifeonEarth #earthquake #AusOpen https://t.co/5IA5ofefQW",Eastmond001,5,2
2023-01-19 16:14:32+00:00,1616106846254923776,"Apply for your Kenyan e-visa faster   https://t.co/t1rt0LzSIa
We are timely, our support team is available 24/7/365 to respond to your queries.
Call or Sms;  +254 104 065 054
WhatsApp;  https://t.co/7qe9ttwmzY
Email us at; support@e-visa.ke #tembeakenya #evisa #visa #airlines",eVisa_Ke,0,1
2023-01-19 15:07:20+00:00,1616089933357146113,"Tiwi beach is perfect for windsurfing, kiteboarding, snorkeling, scuba diving, deep-sea fishing, and more.

See more &gt;&gt; https://t.co/efjEhWOARj     

#SwahiliHouse #Tiwi #beach #southcoast #diani #snorkeling #watersports #magicalkenya #tembeakenya https://t.co/LsZ9NQ8mFD",house_swahili,1,1
2023-01-19 15:05:50+00:00,1616089558814437379,"Immerse yourself in a mesmerizing beach with all its fascinating discoveries.

See more &gt;&gt; https://t.co/efjEhWP8GR     

#SwahiliHouse #Tiwi #beach #southcoast #diani #ukunda #magicalkenya #tembeakenya https://t.co/5x4brptvDn",house_swahili,1,1
2023-01-19 14:55:49+00:00,1616087035655208963,"Enjoy the best bits of Naivasha when you stay with us; Proximity to the lake for boat rides, bird watching, nature walks, and excursions to nearby attractions like Hell's Gate National Park.

See more &gt;&gt; https://t.co/HuOQYAMrdE   

#naivasha #getaway #adventure #tembeakenya https://t.co/rPrcSZffD8",KongoniNaivasha,0,1
2023-01-19 14:54:25+00:00,1616086682016813059,"In 2023, we have promised ourselves that we must Travel, weather inward or outward. Olsotiwa just opened it's doors inward. A perfect opportunity to embrace staycation with your loved one 🌹

#TembeaKenya #TravelNaFauna https://t.co/EeozBgTarS",FaunaSafaris,3,1
2023-01-19 14:44:58+00:00,1616084304500776961,Best Kenyan Road (+views) Come with Us to Nakuru from Nanyuki | Holiday ... https://t.co/z1L2SomRwK via @YouTube #tembeaKenya #twendenakuru,robertinahmbula,0,0
2023-01-19 14:26:02+00:00,1616079540790378498,"This could be your view! 😍💦 

It’s time for some poolside therapy. Enjoy discounted rates, when you book a stay with us.
- 2 people 15% off
- 3 people 20% off
- 4 people 25% off
☎️ 0730930200/0730930107

#MarinaMoments #EnglishPointMarina #Tembeakenya #MagicalKenya https://t.co/lg5QtIgMO2",EnglishPointMSA,0,1
2023-01-19 14:02:53+00:00,1616073714130423808,"Nothing makes a hotel feel like more of an escape than a splendid garden.

See more &gt;&gt; https://t.co/AN4dYpu3hm

#WigotGardens #hotel #kisumu #garden #serenity #wheretostayinkisumu #SpiritOfKisumu #magicalkenya #tembeakenya https://t.co/XUJxvLR2St",WigotGardensKE,1,4
2023-01-19 14:00:27+00:00,1616073101065977856,"One incredible place!! Entim Camp in the Maasai Mara!
Hard to choose the right one for your dream vacation, isn't it!?
We can help find the perfect ones!!
.
.
#kenya #whyilovekenya #tembeakenya #magicalkenya #kenia
#africa #eastafrica #africansafari #afr… https://t.co/bV0NssML9V https://t.co/Y9nBbqMtUs",adexpeditions,0,1
2023-01-19 13:38:30+00:00,1616067579616927747,"Top KCPE 2022 Candidates Enjoying The Ultimate #BonfireExperience In Maasai Mara🐘🦁

We Are So Honoured That The Best And The Brightest Chose To Travel With Us💯
.
.
.
#MaasaiMara #BonfireDeals #BonfireDeals #TheKabus #TembeaKenya #MagicalKenya https://t.co/Lz6tVsF8iu",BonfireSafaris,8,3
